,video_id,comments
59,q-snTq0EbJo,"['Thanx😊', 'Amazing, having a hard time understanding biology, this was perfect. Now im starting to understand my assignment. Thank you.', 'very straightforward. thanks', 'I lost 40lbs taking the Adenosine, B6 B12 AMP shots. FDA banned adenosine for weight loss.  I hope it comes back!', 'Thanks for sharing this video ❤', ""What's that enzyme called?\nCoQ-10?"", 'Simple and funny. Thank', 'Simple and crisp...\nPlz do more general knowledge shorts like this']"
60,6QUI_qIwjBM,"['yeah i saw that movie matrix reloaded neo reached the bullet inside of trinity and gave her a heart massage', 'Lol', 'Well explained!']"
61,J_exsNPKXrc,"['We knew this already. They’re still male and female hormones lol', 'These comments are evidence of Russian wokeness fueling destruction', 'Well, I just unsubscribed', 'Wow. Way to make yourself look daft.', 'Unsubscribed 😂', 'So there are make and female hormones then🤣', ""Thank you for announcing you're part of the groomer cult.  I can now unsub knowing you no longer promote science, and instead promote leftist talking points."", ""Test and est are both a male and female hormone. For god's sake we got plenty of people transitioning from one to the other."", ""I don't see the myth. I think everyone knew men have more testosterone and women have more estrogen. Is this a rediscovery or something ?"", 'It’s not a myth, it’s called a male hormone cos it gives you androgenic features and the opposite is true for female hormones. Even science is dumb these days lol.']"
62,jH4bp1g_44M,"['We live this every night in Gaza', ""I just heard this sound coming from outside and was shook. It must've been a weird siren or something."", 'Using weapons and violence does not resolves conflicts says the colonizers right?', 'Slava russia', 'I think if I watch this video to the end, I may get cancer. \n1. ""Why Bombs Make a Whistling Sound When They Fall Through the Air"" and then shows Ju 87 ""Stuka"" dive bombers, which have a siren on their landing gear that makes them howl...\n    [Edit]: He later talks about the Jericho Trumpets, so this point is out.\n2. Then talks about the german bombing campains against England and France and shows a map on which is Vichy-France, which was created AFTER the successful conquest of France (It\'s not a big deal but a false detail)\n3. Then shows a Aircraft that is about to dive bomb some target, with the ensigns of the Luftwaffe (the Balkenkreuz) on its wings and tail, but the type of aircraft is a american design, used by the US, UK, USSR and the Free French Forces (P-39 or P-63, they look the same)', 'Fascinating video', 'I thought it was something else.', 'Nice video! That was history and physics rolled into one! Keep it up 👍', 'Good video', ""Three things. One nice video.   Two the stuka dive bombers. Not ju  it's J U   Same with the M E 109 , it's very often pronounced me 109. I've noticed that more and more videos have the same problem. You didn't explain that a falling bomb , unless it has a device for producing noise, actually doesn't make any noise.""]"
63,3XbipIKGNv4,"['Jod explanation', 'Wow', 'Great explanation ❤❤❤', 'If sound was that slow', 'Excellent understanding thankyou i now get sheldons joke on big bang theory lol', ""I didn't learn this in school now I learned thanks😅"", 'Yani üüüüügggggg uhüğğğ demek istiyor\n-Celo', 'Many people still imagine waves as look like sinusoidal', ""What about tempo? Doesn't the speed of a rhythmic sound also perceptibly change?"", 'There’s a thousand thought experiment you can do during your day. I like to visualize pressure, walking in the grocery store or driving by a gas station thinking about the soda cans or pressurized tanks all around you, underground and inside your fridge.']"
64,_sjdVkE1WIA,"['God: *makes the oceans undrinkable*', 'There’s a very complex reason behind what we do so mindlessly! Well explained!']"
65,9WQBhe18usk,"['Wait why exactly is there less aerodynamic stress?', 'Oh noo second again', 'First', 'Good', 'Good']"
66,whDKYr6IoFc,"[""See this video when I search suga's solo song amygdala 😂"", 'Suga o yüzden badem yiyormus', ""I came here after listening suga's song 'Amygdala' 😅"", 'AmygDA LA']"
67,wrHtfx-hyS8,"['❤ Nice', 'Whhaaaatt the end had me so irritated when I didn’t get ohms law when I first learned it', ""Students across the world have access to the goldmine of such educational content out there which previous generations didn't had."", ""Bad example - incandescent light bulbs do not follow Ohm's law.  Neither do electrolytes, semiconductors or gas discharge tubes.  Only metals follow it and at low current densities too."", 'Isn’t it E for volts not v ?', 'is the higher the number in amps than voltage because energy is lost through the friction aka ohms when it’s traveling?', 'Thank you ❤🎉😢', 'I never understood what  ohms law was thanks', 'Please tell me what is importance of i=v/r and p=ei', 'I had a physics teacher who was 6\'2"" 250 lbs former merchant marine and boxer, who would occasionally scream at us, ""whats Ohms law?!?!"" And I never remembered.']"
68,eWUAB194qhU,"['My favorite system!', 'Thank you sir your animation is  really good  and you explained lymphatic system very well thank you once again', 'Thank you sir your animation is  really good  and you explained lymphatic system very well thank you once again', 'Thank you sir your animation is  really good  and you explained lymphatic system very well thank you once again', 'Thank you sir your animation is  really good  and you explained lymphatic system very well thank you once again', 'Thank you sir your animation is  really good  and you explained lymphatic system very well thank you once again', 'Thank you sir your animation is  really good  and you explained lymphatic system very well thank you once again', 'Thank you sir your animation is  really good  and you explained lymphatic system very well thank you once again', 'Thank you sir your animation is  really good  and you explained lymphatic system very well thank you once again', 'Thank you sir your animation is  really good  and you explained lymphatic system very well thank you once again']"
69,dz-6rSxtZK0,"['❤Thank you to much', 'Thank you sir ☺️', 'OH MY GOD THANK YOU SO MUCH!', 'Thank u', 'Great ❤', 'SO WAIT fetuses dont get oxygen?', 'Thanks sir🙏🙏👍👍', 'Informative 💝', 'Great 👍', 'What about renal vein and renal artery....do renal vein also carry deoxygenated blood']"
70,MbPrXOp2qq0,"['❤', 'I got it.', 'Why buoyance force is equal to weight of displaces water', 'Now i know how they died in the submarine', ""I don't understand sir pleasse can you help me other words"", ""Sir, which object's density is used in this equation? Displaced fluid or the buoyant object?"", 'But when i get out I feel 100 pounds heavier', 'Ig I go against the laws of physics, because I simply sink no matter what', 'I always go down', 'but is it the same with a human body and a wooden crate? since we are mostly made of water !?🤔 just thinking out loud...']"
71,uqIfmHu3tcE,"['👏🏽👏🏽👏🏽👏🏽\nGreat explanation along with visual representation 🥰\nTy🙋🏻\u200d♀️', 'Wow useful information ❤', 'Well done 👍']"
72,ukNdhrNy-_I,"['Nice animation', 'This is an inaccurate representation...\nThe beta radiation should look 7344.608 times thinner than the alpha particle', 'Hindi bol le bhai', 'Is that true that an unstable nuclei emit alpha, beta and gamma particle at the same time', '😊']"
73,evCCd0yxRRk,"['Stunning', 'Graet', 'Is anyone else watching this for a school assignment??', 'I got a 100 on my test tysm', 'Wait what did he say☠️☠️☠️', 'Great \n. No words to say \nAmazing', 'your explain is very bad', 'Well explained 👏👏👏', 'Well explaned bro', 'You say thank, wale do but you do not like the video']"
74,VnYWNYjzfxs,"['My body temperature is always 35 and today my body temperature is 34 i am feeling very low', '37°C is considered fever, 36° is normal', ""37 isn't normal temperature come on"", 'If the surrounding is hotter than the body then heat will not be released from our body, then how our body maintains it?', 'Are there chemical reactions taking place to produce heat as a byproduct?']"
75,O_Ig3dw7buY,"['Just lean forward a little and slightly widen to your stance. You will be able to transfer the motion of recoil into your body without falling backwards.\nWhen using a gun always remember to act like it is loaded and point the muzzle down to the ground away from anyone and your feet. Gun Safety 101.', 'The recoil of a gun is the best example for Newton’s Third Law of Motion! Well explained!']"
76,cW4kG9a5xA4,"['Very good video ❤', 'Thanks for visual ❤', 'That was super well explained and the visual really helped! Loved it', 'Being stuck in a black hole would be the best excuse to make for being late to school! This is very nicely explained! Love ScienceABC!']"
77,egOxIjb4QhI,"['""We know that the model of an infinitely long-existing universe is a bust"". No, we don\'t know that!', 'Is there a difference in probability if the infinity is countable versus uncountable?', 'aika paha', 'So we gonna just ignore 5:01 and not question why that part was added? ☠️', 'But one problem that i don\'t understand is that if our brain is just something that appeared with ""false"" memories, how come that these memories are correct enough that we could understand physics and quantum mechanics of the real (what even is real at this point?) universe and come to the conclusion that this is possible? If the thoughts are random and fake, as one would think, how can we still study the physics of the real universe? This just gets my head too tangled.', 'my brain hurts', 'What do you mean with : artificial memories ?', 'thats illegal to not let me be born a brain and saying is the CPS OPEN UP!', 'my brain is real! my business. \nit says not black on my skin. \nDNA is what makes a brain different.', 'you are saying any fuckboy can make it sit down!']"
78,XOWvL2OEc4U,"['That’s a question I never thought about! We always read in our science textbooks about how much elephants eat, but never learn about how much we ourselves eat! Keep it up 👍', 'Thank you I needed this data to calculate my lifetime poops', 'Now i wanna know how much poopoo does human produce every year? 😂', 'Average amount for an American maybe.', 'Oh my god I eat more than 2 adult black nears every year 😫 \nBtw nice animation keep going 👌']"
79,m9Fc_NeKKvg,"['My chewing is louder to me than what people hear lol I once was shocked that my garlic bread was so crunchy and my mom said it was barely crunchy.\n\nWhat the heck is wrong with me?', 'Wingsofredemption', ""I was chewing while watching this video and couldn't hear a word of it. :)"", 'This explains why everyone else hears my chewing while I never hear it! Great one!']"
80,QTDukIlaMqo,"['After watching hundreds of videos fir years now i understand what actually it means..... Thanks from India🇮🇳', 'Time dilation is very sad  as humans we are just not ready for it 😢 as everyone you new will be gone psychologicaly we are just not ready', ""So time doesn't pass slower, you just don't see things move because the light can't reach your eyes? I cannot totally understand this, the same with time dilation caused by gravity"", 'when you are a pea-brain with limited knowledge of how things work in nature, simple concepts like different acceleration rates tend to confuse people. what is inexcusable is for the entire scientific community to lend credence to a bunch of BS theories that have been repeatedly debunked and disproven.', 'Such a difficult theory in extremely simple words! Keep it up!', ""yep because the speed of light it's faster than the rotation earth on it's axis, and that clock tower isn't showing what the real time"", 'I get it now', 'Slowly I start to understand the theory. This was such a good step. I could completely follow it.', 'Super brooo', 'Very easy to understand']"
81,Z83B0wotshI,"['Very interesting!!', 'This video made me feel really bad, even though I live mostly a healthy lifestyle. 😣', 'I’ve always wondered about this! Thanks for sharing this important fact!', 'Atrial myxomas', 'Very well done.', 'Anand now you just jinxed us, thanks!', ""You're basing your argument about the rarity of cancer of the heart on the fact that cardiac myocytes are terminally differentiated type of cells that rarely divide if ever and also they're not oftenly exposed to carcinogens. If your point is correct, then why do neurons get cancer way more often than cardiac myocytes although they share these same properties, and actually the brain is even more protected from carcinogenes by the blood brain barrier?"", 'Again, great job. Way to put out information in a very logical and thought provoking manner. You guys always post great content. Thank you very much!', 'Just imagine if our schools adopt these kind of videos for teaching instead of those cheap books with poor sketches for illustrations']"
82,jKYBZF5P1PM,"['End results is again radiactive material.', '🌻🌻🌻🌻🌻 Totally going to geek out learning more about sunflowers today. 🌻🌻🌻🌻🌻', 'Amazing content!! Learnt it new 😀😀', 'Fukushima was in 2011 not 2013', 'This could’ve been an hour long - slowed down a bit- and explained in a way that didn’t leave me saying, “Huh? What?”', 'Thank you again for always dropping knowledge! Please keep them coming.', 'Hilarious.', ""That's why we need to protect nature and not exploit it for money"", 'If you can find radioactive material on earth, does it mean that radioactivity as a naturel cycle in nature?  A little bit like carbon or azote. In other word does radiation help the environment?', 'Çok teşekkürler. (Thanks.)']"
83,4RAEucjAfDc,"['really easy to understand, you really helped me with my science test, keep it up! ❤❤', 'Insightful and easy to follow! Thanks', 'Thank you so much  it help me a lot', 'O nice 🎉 now its clear to me jazakaallah \nLove from pakistan ❤', 'Are you able to share what made you change your mind regarding existence of DPD? thanks a lot', 'Thanks for explaining this😊😁', 'Thank you very much, you have made it  easy for me to learn.', 'Good job!', 'Thanks', 'This video is really helpful. 🎉']"
84,G9t__9Tmwv4,"[""There is definitely something up with the weather!!! \n\nSo in July/August we had temperatures of 35 to 40 for many days!! It wasn't normal.\n\nI think those internet cables that they've wrapped around the earth is causing the entire world to have these crazy hot temperatures."", 'There is no such thing as man made climate change, climate change is one hundred percent natural and zero percent man made', 'there is proof that we are coming out of an ice age.   what happens when we come out of an ice age?  the earth gradually warms up!!', 'On two occasions, the Earth was frozen and thawed by warming up, before Humans inhabited the Earth. Theorized by numerous Scientists given the evidence at hand, known as ""Snowball Earth"".  Climate change is a real thing, and has been happening for a millennia. If we are able to mitigate Human activity as it effects the planet, the Earth is still going to go through it\'s natural climate progression. That is fact. Do Humans play a role in speeding up increased temperatures? Yes. Starting during the industrial revolution. Looking at both ends of the spectrum here, between the Earth is frozen, and the temp is too high, neither one can sustain life as we know it. Question: Can you stop the Earth from warming? No. I do not understand how hard that is to comprehend. Global Warming is happening and will happen no matter what we do. Can we slow it down a little? Maybe. The only thing you can hope for at this point is a Super Volcano erupting, making the Earth ice again. How do you combat global warming when the Earth was warming before Humans were ever involved? Come on.', 'Propaganda.', ""This situation is absurd and utterly illogical. There is abundant source of geothermal energy right beneath our feet, yet our focus remains disproportionately on carbon-related problems. Instead of complaining, let's redirect our resources towards researching and harnessing geothermal energy. If we can explore deep space and develop nuclear technology, tapping into our own geothermal resources for free energy should be well within our capabilities. HaHa you fool!"", 'Please protest at the homes and families of the CEOs of oil companies and mining companies. They are the top 5% of income earners.\n\nPlease stop protesting and blocking my road with banners and gluing yourselves onto the road.. We are the bottom 50% of income earners.', 'Thanks for the video.\nStill I see a bunch of climate-denialists trying to use YT comments section to spread their lies and their anti-science propaganda. Concerning climate, after more than 40 years of intense studies, scientists have come to a consensus: human activities do cause climate change.\nThe proof of this is here (pdf document to download), more than 99% of climate studies confirm this:\n""Greater than 99% consensus on human caused climate change in the peer-reviewed scientific literature"", Mark Lynas et al.', 'Can you dumb this down a little more?  I was hoping to find something my mother would be able to easily understand.', 'I hope the world will work together to solve global warming.']"
85,Tn3c6wgNjB8,"['Great video!! Truly loved it ❤', 'i wish there were more endocrine videos, this helped me be able to organize all the systems in my brain', 'I am from Pakistan your video is very interesting and affected', 'I was a juvenile diabetic but with treatment i was able 2 grow out of it', 'That part what was said hormones secreting in the blood. How do hormones get in the blood?', 'When am I going to be told how the secretion actually takes place.', ""What's that dance tune at the beginning? It's a 90s techno. I'm sure it's on Kevin n Perry"", 'تحفه', 'Animation by Mr. Satish Tawate is too good 👏🏼\nExcellent video & very informative.\nThnx & keep up the good work 👌🏼', 'Love your videos']"
86,FVUbIaD94Ao,"['At the time, Hewish got all of the credit for the discovery.', 'What would the inverse sound like? Explained in complex words for experts.', '𝘱𝘳𝘰𝘮𝘰𝘴𝘮', 'thanks so much, this has been very helpful', '👍', 'Splendid work🎉🎉', ""Great info, please keep them coming. We all think we're smart until we watch your channel. Thank you,""]"
87,ghbZytkg7rY,"['🤯', 'this was one of the biggest mistake of mankind. earth was much better before humans got here and started destroy earth. physicist can be good but bad too. we would have been better to all be ignorants so we dont learn all those technologies that destroy our environment.', 'One man reality display', 'Me also bri', 'Kinda ironic he went to an ethical school', 'I find it funny that the bombs were invented to stop the Germany but they hit Japan with both of them.', '""Bagavathgeeta""😍', 'He is the father of the US bomb and the USSR bomb, the man was a traitor.  There was more than enough evidence to prove it.', ""Hi sir, \nI hope you have a pleasant day. I enjoy your videos alot and I'm eager to help\xa0 you increasing your viewerships. This is by subtitling your videos to Arabic. I'm a native Arabic speaker and I have a\nBachelor's degree in English literature.\nDon't worry about the charge, I will just charge $5 per minute. \n\nI wish you success for your channel"", '👍\n👏']"
88,BiR1cPisge8,"['Clear as mud.', 'But what tells that particle to interact with the Higgs field? Would that not be information within that particle?', 'A particle without mass, strange. Is like  : a body without mass. If it is called a body it must have mass. There is no possibility.  There is no way out .', 'What if the higs field was called by previous scientists :  ether', 'So the energy is electron ? But on the other hand energy is ability to do work( heat and light). It is a little paradox. What is energy ? An property or a particle ? Wikipedia says electron is a charged  particle, on the other hand says energy is the ability to do work.', 'Does a photon shine/radiate light in the dark ? If there are electromagnetic field in the dark it mean ther are photons there( in the field ,what about in the dark ,are there photons in the field ? Or are black photons there  ? 😊', 'Look at the periodic table. Look at all the elements and the atomic mass. The basic building blocks of the universe are the things most likely to make it to the end of space time. Now ask yourself what if you started adding electrons to different elements.', 'How about electrons? Do electrons have mass?', ""We can measure the waves to measure the force of the universe's  explosions. 😂 How interesting, will the waves affect space travel? 😅"", 'I lost track when did we get from a field to a molecule we can visibly see/measure ? \nIs it a field like electron field ?']"
89,hxETN4EKJvA,"['Текст український настільки мілкий, що його просто неможливо прочитати навіть на великому екрані.', 'I pray that I can live another twenty years 🙏', 'No thanks', ""We can't live pass 120 years, In Genesis God's spirit won't stay with man for a more than 120 years.  Interesting question though"", 'They are hiding something !', 'I am 55, and I wonder if I am in the last generation of mortals, the first of immortals, or neither.', ""I wouldn't like living for 110 years as a 70something. HELP! I am aging."", 'noooo its not cancer and diabetes maybe stem cells and environmental influence hmmmmm', 'my dad said he could live to 100 :)', 'ummmm ahahaha :(']"
90,W1Z2y38lvbU,"['Informative.thnx.', 'Did u mention that sodium and glucose are released from our hands when we touch objects?', 'Beautiful explanation', 'Very well done! Thank you! The animation is excellent!', 'Or...... the criminal can just wear gloves.', 'Why does the detective look like Justin Trudeau?', ""I don't like that thumbnail; that cartoon bozo looks like Justin Trudeau"", '5:29 Jesse Pinkman and Mike Ehrmantraut? :D', 'Just wear gloves, criminals', '🔥🔥👌🏼👌🏼']"
91,dfWpf2ReXdc,"[""If I only would've known this in high school, I still would've flunked math class..."", 'then why not 720 degrees?', 'babylonians straight outta family guy', 'Why 360.. Why not 720? 😅', '2 min of silence for people who believe this bullshit. \n\nAnd before you all ask me why circle has 360 degrees, it was the Babylonians who gave us the 360 degree circle. That number turns out to be the smallest one whose quotient is an integer when divided by any whole number from 1 through 10 (except for 7, which may have added to seven\'s stature as a ""magic number""). Any other number of degree would make the math more complicated.\n\nPlease guys whatsapp university ka gyaan mat lo inn logo se. Yeh apko bewakuf bana rahe hai apne fayde ke liye.', 'The sexagesimal system sounds sounds like something I would want to study!', 'ABC....', '142857 has 32 divisors', '32,258,064,516,129 has more', 'am here beaase of  my private lesson']"
92,p9pPjASnnxw,"['TOO MANY VOICES!', 'THERE IS MIDDLE GROUND. WHETHER DEAD OR ALIVE, THE CAT STILL EXISTS', 'Di anybody notice ISRO Logo', 'Fax 💯', 'Hope those people brainwashed with ""the secret"" see this and realize that quantum physics don\'t apply to positive thinking ant materialization of them..they made millions of uneducated naive people', 'Particles seem to be aware of what’s going on. They can travel back in time to change an outcome. The double slit experiment is truly bizarre.', 'Quantum mechanics couldn’t be more different than classical physics. Classical physics is stuck on the wheel while the quantum world is unlimited.', 'Video was good but you not told about maharshi kanak who was provides the theory of atom in their vedas', 'Cats aren’t in the fundamental world we are in physical world it doesn’t apply it’s just nothin…', 'If a tree falls no one’s there does it make a sound??? Of course it does. It’s not not dead or alive in a superposition hahaha 🤣. It’s either dead or alive it’s not a superposition at all. This daft for physics ppl to say it’s equation equations can be solved this is just speculation. Look this cat is either dead or alive because we are physical beings god made is of course it’s alive or dead stop messing around I want real equations']"
93,tMle13skcM4,"['Well think of it this way: we Live in Oxygenated Air so we never really get Suffocated or loss of oxygen in our bodies,  sea life however Use the Oxygen in the Water with their Gills which is how they don’t drown ?', 'Lmao Funny Questions 😄\nWhat led me to this vid was just thinking: it’s crazy how Water is vital to our bodies BUT water is Also Deadly if Entering our Lungs 😂 like Who Thought That Logic up ? \n\nThen there’s : Do Sea Life Get Thirsty 😂', 'Does water get wet?', 'Midian cubital', 'BRO FISH OOF BECAUSE THEY GET THIRSTY NOT DROWNIN I CANT BELIVE YALL', '""Fish basically live in water."" Powerful stuff there.', 'Why would a science video use two examples so badly? and I quote. ""There are two kinds of environment that fish live in, fresh water and sea water"" This is a very bad and inaccurate reference. The correct statement is Fresh water and Saltwater. The sea or ocean is a categorization of a body of water. The correct reference would have been river or ocean, open ocean or inland waterway, salt or fresh water. You loose credibility when you do something as simple as using the incorrect reference points. If you are trying to come across as knowledgeable in such matters it would be better to use the correct refences that work in parallel.', 'Do people livjng beside the ocean have more heart disease due to salt?', 'It i@ not that the gills evolved, but is how they were designed.', 'Fishes? Who wrote the subtitles?']"
94,cOuvxEK1Smg,"[""Bitume? Is it not Bitumen? Think you've got a spelling mistake on that chart there"", 'Nither...smoking or smoking which is better..electric motors are  90% efficient...', '5:22 a 1.2L engine will never be as an 1.9L or 2.2L , never ever, the Cylindrical capacity(cc) is to low and to much hp, thats why modern cars break faster...', 'Gas is more expensive than diesel?', ""I am confused, in my country (Serbia) gasoline is 188RSD (1.6 euros) and diesel is 214RSD = 1.83 euros, I always wondered why is diesel more expensive even though it's less refined than gasoline"", 'if you have to ban a technology to get rid of it, there is no good alternative', ""diesel is better because it's renewable (using palm oil)"", 'Electric Cars are not the solution our battery tech is not enough advanced and the implications of the rare materials extracted from earth, how the battery dies so easly and how we dispose of them sticking to Gasoline engines will be better in the long run', 'Can you make a more detailed video about the differences between a gasoline and diesel engine?', 'In Mozambique 🇲🇿, diesel is more expensive than petrol. Unfortunately']"
95,Kkwp7Ap6N9A,"[""What if the whole reason why we can’t see light pass the event horizon on a black hole is there is a point at which the speed of a photon is so fast that it “teleports” from one point to another in an elliptical manor of orbit due to the intense gravity of the object aka black hole. Meaning, once an object gains so much mass that a threshold that gets passed where its gravity is strong enough to teleport the photon so fast from point a to point b that we just can’t see it physically speaking as it travels it’s orbit around the black hole. That’s why some of these black holes have rings of light on them emulating from the elliptical orbit of these photons . Photons that we thought couldn’t be manipulated by gravity to such great measures. Then say a dying star crushes down these atoms into new elements that we have never seen before because of the immense pressures. Something that can be super super condensed and small, giving a massive weight and gravitational pull to an object even though it is much smaller than other objects, its size. That's why when things hit their event horizon, it rips apart because the gravitational pool is so strong it rips things down to even smaller atoms and molecules and condenses them once at its center point. I dunno a better way to explain it but it’s worth a thought."", 'I love space so much! wish they taught that in school', 'My favorite channel', ""Just came across this channel...  The views and sub count doesn't do justice to these videos and topics.... One of the fun and interesting ways to tell a story about science.. loved it. Really people need to go through this kind of content in YT"", 'Love this channel', '🤔', 'I love this channel.', ""Black holes are fake news with internet full of CGI photos. They're as fake as the dark energy."", 'What about an old subscriber from India.🇮🇳', 'Great video informative and fun']"
96,JaXMGFShqDE,"['The reason obese people feel like dying when hungry is because of starch eating bacteria signaling the brain for own survival.', 'Thank you for this video.', 'For a healthy diet, I think fermented food is a good option. Located in the UK, I drink the genuine kvass for my gut health :)', 'control Uday control!! 😂😂', 'New subscriber here. The animations are hilarious and the information very helpful.', 'The teeth omg', 'why are all the women in this animation so busty?!', 'NGL, im in my thirties and Im loving this, its almost family guy ish, but informative. lol', 'Control udya control>>>>', 'ur videos are great']"
97,vIeRLeQq7V4,"['Man, whenever they talked on TV why we need these things, all I got was broad and vague answers which bordered on ""It helps magic science commune with science gods in order to tell us how universe was made.""\nIt\'s good to know there\'s actually a proper explanation. Theoretical physics is well and good, but it\'s completely worthless unless we can actually utilize applied physics out of it.', 'Imagine in the far future we all be like ""hey remember our ancestors used to smash particles together instead of dissecting them? Yea lol that was so primitive am I right?""', 'we use a particle accelerators in my work in the oil field, \ni work as wireline logging engineer and we use a particle accelerator to generate neutrons that we can use to figure out how much oil there is in the formation', ""Now NSA CIA FBI whoever it is it's watching the rotation of my placement cuz I can fill them outside in these in between organizations or whatever they are why do they tell me I ain't got no option or say and what's going on with my stuff no more this is while watching and understanding every one of them is replacing language constructs and name acceptance inside a different graph spreads to put money into their systems in corporations and their friends are their pickup streets no I thought we paid taxes against that"", 'NSA should have recruited to public huh', 'So when saying now all your placement studies could be pulling other directional energies or water sources or current flow of different energy bases', ""So I want to throw a concept that I've noticed that nobody else uses if I pick up a level and I pick up a ground survey to measure distance in a 45 I noticed on a level where you got your water bubbles you don't got them art or turned in any direction so the rotation of gravity from under or above is never played or understood in the correct directions like on some levels you got three bubbles three different height or angles but nobody participated all three of them at the correct rotation and calibration together"", 'This is a joke : \nnow if it was a guy he would have bought one car and then dismantled it to see its parts \nunlike what the girl in this vid . 😂😂😂😂😂😂\n\nAnd now my comment :\na great explanation loved it  👌👍', ""I literally saw a video called 'farticle accelerator' and now I'm completely invested in looking into particle accelerators"", 'Why are these made in GoAnimate']"
98,HUuUUJktL6E,"[""Hello! We'd just like to point out a minor error in depiction of ion channels. The ion channels remain open when the voltage changes instead of the opening and closing consistently which is incorrect."", 'This makes me nervous', '👌👌 🇧🇩', 'Bro this is my favorite family guy episode', ""So, just like electronics, the brain's functionality is based on electron manipulation.."", 'You made the information of the Neran understandable', 'Very nicely done ☺️🎉', 'Great job producing this video. Great job Neurons.', 'All I know is God is great', 'sad that i cant understand every thing youre saying in the video my english is not that good and i cant find  a informative video about neurons like this in my language']"
99,m0h3F25xloY,"['I hate it when TV/film lies to us for the sake of drama. Is it really too much to ask for facts to be presented in an entertaining way?', 'you were right about the fact that fetuses don\'t ""filter"" out radiation. However fetal cells reproduce at a very high rate and therefore are very subsceptible to radiation caused DNA damage.', '@9:12...   So it goes Super Karen?   I see.', 'Are you telling me that the Cherenkov Effect is the reason why Sonic the Hedgehog is blue?', 'What exactly got succeeded other than typical Anglo American collaboration?', 'wait a minute but gamma rays *are* light, and doesnt the cherenkov effect only happen when a particle travels faster than the light in that medium?', 'can you explain ac and dc', 'To be accurate in 1986 Chernobyl was Ukraine, UkraineSSR', 'The thing people should take from Chernobyl is that it was caused because of the political and societal system, and not how safe nuclear power is. It was the political decisions taken within the Soviet leadership that caused the Chernobyl disaster and not any inherent threat all nuclear powerplants have.', 'Crazy that Chernobyl is now under fight between Russia and Ukraine']"
100,JagPP3MX5ks,"[""So the carbon dioxide that we exhale comes after the Krebs cycle when the pyruvate turns into acetyl coa (CO2 is the biproduct), and the oxygen that we inhale is used at the last step in the Electron Transport Chain to remove the electron in step IV? If I understood that correctly, then I'm fascinated that the CO2 we exhale comes from the break down of glucose rather than the oxygen we inhale."", 'When were these things identified by scientists ? In 1900s or 2000s', 'يا جماعة برضو ما فهمت 😭', 'What happens during the three steps of cellular respiration and where does each occur in the cell?', 'I didn’t know family guy with this educational', 'Good explenation than my biotech teacher', 'You said that We can produce Vitamin B2 and niacine but, humans can only produce Vitamin D', 'Co2 is destroying the earth so the means of energy must be controlled by an elite group of White males from the US and Europe. Only a small group of Men through taxation of energy/calories can save us!', 'Very Beautiful explanation and examples sir thank you so much. Please don’t forget to make more of these amazing videos ❤', ""nice video, I'll definetly be using this channel for future science learning. I'm wondering, though, are you an illustrator for family guy or something? The art style really reminds me of that lol""]"
101,TLGcmDbleWQ,"['An interesting theory. Not exactly correct but very close. If only you knew how close you truly are to the truth...', 'This video is not scientific. How about you stop talking about non scientific ideas and focus on the clear facts! You are literally called the ""Science ABC"" channel.', 'schrodingers equaiotn gives us free will from detemrinism super determinism is divine providence!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!', 'Are my dreams really happening in a different universe?', 'Work Ethic Truth Be PEACE', 'The concept of multiple universes is a fanciful theory in the scientific community.', 'I thought the expansion never stopped and is accelerating .🤔', '2:18', '2:04', ""You mean there's a copy of my mother in law in another universe? Well .. I hope I don't meet her.""]"
102,3khY_bwf5FY,"['to be honest i still dont get it at all. Like why are time and space interlinked? Why would travelling at the speed of light make time move slower for me? Like is it that if i move faster all other things would appear to move slower for me because if thats the case then it still doesnt explain how is time relative its just that motion of everything is relative except for light because we have nothing faster than light but hypothetically if we manage to get a particle to move at a speed faster than that of light, then motion of light would be considered relative and the motion of that particle wouldnt be relative, then why the heck would time be relative if thats the case? like from what i could understand its only telling about relative motion of the particles, where the heck do space and time come in?\nand if i were to project an ray of light and hypothetically manage to move at the speed of that photon then wouldnt it mean that light is at rest for me? THIS IS SOO CONFUSING PLEASE SOMEONE EXPLAIN I BEG, I HAVENT BEEN ABLE TO FOCUS ON ANYTHING ELSE BECAUSE THESE QUESTIONS HAUNT ME AND I TRIED TO SEARCH ON QUORA AND GOOGLE BUT GOT NO ANSWERS', 'Hermann Minkowski originated the notion of spacetime . Einstein applied his theories of relativity and gravity to the concept', 'No such thing as ""space/time"".  Too confusing a reference to describe something very simple.', ""Doesn't help"", ""I also found all the animation and thought bubbles super distracting and I don't think this is a very simple explanation at all. I'm still completely befuddled."", 'It’s exactly BS.', 'So, everything about spacetime is a theory and everybody pretends understanding it even though there is no proof. Right?', 'Here I Am...............', ""What exactly is space-time?  It was a question... what Newton says, what Einstein imagines, black holes, the speed of light, etc, etc, and finally another one who doesn't know what space-time is..."", 'This time is your favourite Space-time Thou art you if then that time is also your favourite this time']"
