,video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption,pushblishDayName,durationSecs,tagsCount,likeRatio,commentRatio,titleLength
37,ishA6kry8nc,ClimateScience - Solve Climate Change,Food Waste: The Hidden Cost of the Food We Throw Out I ClimateScience #9,"Worldwide, 30% of food is lost or wasted - that’s 1.6 BILLION tonnes of food every year! It is vital that people are aware of the impacts of food waste and what they can do to make a difference.

Check out our chapter on food waste to learn more: https://climatescience.org/advanced-food-waste/ 

ClimateScience is a registered charity in the UK led by over 200 young enthusiastic volunteers. Our mission is to make real, long-term climate solutions actionable.


DISCUSSIONS & SOCIAL MEDIA
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Website:           https://climatescience.org/   
Instagram:       https://www.instagram.com/climate_science/ 
Twitter:             https://twitter.com/Climate_Sci  
Facebook:        https://www.facebook.com/ClimateScienceEducation/  
Olympiad:         https://climatescience.org/olympiad/  


OUR ANIMATION 
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Original Animation produced by Bruna Hernandes using After Effects

OUR SCRIPT
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Is created by ClimateScience’s science writing team (https://climate-science.com/about/)

OUR VOICE
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
The ClimateScience voice is JP Arellano using a Yeti BLUE microphone

OUR MUSIC ♬♪
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Original soundtrack composed by Mackenzie Boys-Eddy using Logic ProX

OUR SOURCES: 
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
https://bit.ly/3CogDwC",,2021-08-07 13:30:07+00:00,169842,1973,,61,PT4M53S,hd,true,Saturday,0 days 00:04:53,0,11.616679031099492,0.3591573344637958,72
38,25aNiGPZBcg,ClimateScience - Solve Climate Change,Empowering Women: Why Women Are Crucial to Solving Climate Change | ClimateScience #8,"Although women are disproportionately affected by climate change, they aren't just vulnerable to its effects. Women are effective agents of change in both adaptation and mitigation.

Check out our chapter on women and climate change to learn more: https://climatescience.org/advanced-women-climate-change/

ClimateScience is a registered charity in the UK led by over 200 young enthusiastic volunteers. Our mission is to make real, long-term climate solutions actionable.


DISCUSSIONS & SOCIAL MEDIA
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Website:           https://climatescience.org/   
Instagram:       https://www.instagram.com/climate_science/ 
Twitter:             https://twitter.com/Climate_Sci  
Facebook:        https://www.facebook.com/ClimateScienceEducation/  
Olympiad:         https://climatescience.org/olympiad/  


OUR ANIMATION 
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Original Animation produced by Bruna Hernandes using After Effects

OUR SCRIPT
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Is created by ClimateScience’s science writing team (https://climatescience.org/about/)

OUR VOICE
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
The ClimateScience voice is JP Arellano using a Yeti BLUE microphone

OUR MUSIC ♬♪
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Original soundtrack composed by Mackenzie Boys-Eddy using Logic ProX

OUR SOURCES: 
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
https://bit.ly/3kK654x",,2021-07-22 15:02:30+00:00,11672,293,,28,PT5M22S,hd,true,Thursday,0 days 00:05:22,0,25.1028101439342,2.3989033584647017,85
39,7fhG8rjnTsg,ClimateScience - Solve Climate Change,ClimateScience | Who are we?,"Making the transition to a sustainable future actionable.

Reliable, easy to understand, and beautifully illustrated. For students, teachers, and professionals.

We are a UK-based charity run by driven young scientists from all around the world.

DISCUSSIONS & SOCIAL MEDIA
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Website:           https://climatescience.org/   
Instagram:       https://www.instagram.com/climate_science/ 
Twitter:             https://twitter.com/Climate_Sci  
Facebook:        https://www.facebook.com/ClimateScienceEducation/  
Olympiad:         https://climatescience.org/olympiad/

IMPRESS:
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Climate Science Ltd
Company Nr: 12370672
Registered in England & Wales
Mail: contact@climatescience.org

Registered Address:
34b York Way King’s Cross
N1 9AB
London
United Kingdom",,2021-07-13 13:26:28+00:00,9559,167,,5,PT1M34S,hd,true,Tuesday,0 days 00:01:34,0,17.470446699445546,0.5230672664504655,28
40,L4EES-3_NlY,ClimateScience - Solve Climate Change,Concrete: Making the Building Blocks of Society Sustainable | ClimateScience #7,"Concrete is the most consumed human-made material on the planet. It is also a major contributor to global warming. So, can we make the building blocks of our society sustainable? Find out how as we explore innovative and creative ways to decarbonize our concrete sector. 

Check out our chapter on concrete to learn more: https://climatescience.org/advanced-concrete-climate-sustainable/ 

ClimateScience is a registered charity in the UK led by over 200 young enthusiastic volunteers. Our mission is to make real, long-term climate solutions actionable.


DISCUSSIONS & SOCIAL MEDIA
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Website:           https://climatescience.org/   
Instagram:       https://www.instagram.com/climate_science/ 
Twitter:             https://twitter.com/Climate_Sci  
Facebook:        https://www.facebook.com/ClimateScienceEducation/  
Olympiad:         https://climatescience.org/olympiad/


OUR ANIMATION 
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Original Animation produced by Bruna Hernandes using After Effects

OUR SCRIPT
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Is created by ClimateScience’s science writing team (https://climate-science.com/about/)

OUR VOICE
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
The ClimateScience voice is JP Arellano using a Yeti BLUE microphone

OUR MUSIC ♬♪
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Original soundtrack composed by Mackenzie Boys-Eddy using Logic ProX

OUR SOURCES: 
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
https://bit.ly/3vGurzo",,2021-05-11 14:21:51+00:00,3420,154,,20,PT6M8S,hd,true,Tuesday,0 days 00:06:08,0,45.02923976608187,5.847953216374268,79
41,IxelxcUdIKk,ClimateScience - Solve Climate Change,Lab Meat: The Taste of a Green Future | ClimateScience #6,"Can we make meat without destroying the environment (or killing animals)? In this video, we’ll look at how scientists can grow clean meat in a lab and whether this could really become a cost-effective alternative to animal farming.

Check out our chapter on lab meat to learn more: https://climatescience.org/advanced-food-lab-meat-plant-based/ 

ClimateScience is a registered charity in the UK led by over 150 young enthusiastic volunteers. Our mission is to make real, long-term climate solutions actionable.


DISCUSSIONS & SOCIAL MEDIA
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Website:           https://climatescience.org/   
Instagram:       https://www.instagram.com/climate_science/ 
Twitter:             https://twitter.com/Climate_Sci  
Facebook:        https://www.facebook.com/ClimateScienceEducation/  
Olympiad:         https://climatescience.org/olympiad/ 

OUR ANIMATION 
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Original Animation produced by Bruna Hernandes using After Effects

OUR SCRIPT
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Is created by ClimateScience’s science writing team (https://climate-science.com/about/)

OUR VOICE
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
The ClimateScience voice is JP Arellano using a Yeti BLUE microphone

OUR MUSIC ♬♪
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Original soundtrack composed by Mackenzie Boys-Eddy using Logic ProX

OUR SOURCES:  
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
http://bit.ly/Labmeat","['Lab Meat', 'Cultured Meat', 'Lab Grown Meat']",2021-04-14 14:56:06+00:00,5117,168,,17,PT5M12S,hd,true,Wednesday,0 days 00:05:12,3,32.83173734610123,3.3222591362126246,57
42,F4axVYbTXvA,ClimateScience - Solve Climate Change,Planting Trees: Can Trees Undo Climate Change? | ClimateScience #5,"Will planting trees be enough to solve climate change? The short answer is no. Planting trees is and will be crucial to help stabilize global temperatures, but it won’t be the only solution. 

Check out our chapter on reforestation and afforestation to learn more: https://climatescience.org/advanced-reforestation-afforestation-tree-planting/ 

ClimateScience is a registered charity in the UK led by over 200 young enthusiastic volunteers. Our mission is to make real, long-term climate solutions actionable.


DISCUSSIONS & SOCIAL MEDIA
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Website:           https://climatescience.org/   
Instagram:       https://www.instagram.com/climate_science/ 
Twitter:             https://twitter.com/Climate_Sci  
Facebook:        https://www.facebook.com/ClimateScienceEducation/  
Olympiad:         https://climatescience.org/olympiad/

OUR ANIMATION 
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Original Animation produced by Bruna Hernandes using After Effects

OUR SCRIPT
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Is created by ClimateScience’s science writing team (https://climate-science.com/about/)

OUR VOICE
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
The ClimateScience voice is JP Arellano using a Yeti BLUE microphone

OUR MUSIC ♬♪
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Original soundtrack composed by Mackenzie Boys-Eddy using Logic ProX

SOURCES: 
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
http://bit.ly/30Nw7ce",,2021-03-15 16:06:59+00:00,29046,628,,64,PT5M13S,hd,true,Monday,0 days 00:05:13,0,21.620877229222614,2.2034015010672725,66
43,WWX5oOrUd9A,ClimateScience - Solve Climate Change,ClimateScience Olympiad,"Register at https://climatescience.org/olympiad/

DISCUSSIONS & SOCIAL MEDIA
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Website:           https://climatescience.org/   
Instagram:       https://www.instagram.com/climate_science/ 
Twitter:             https://twitter.com/Climate_Sci  
Facebook:        https://www.facebook.com/ClimateScienceEducation/  
Olympiad:         https://climatescience.org/olympiad/",,2021-02-16 10:40:03+00:00,13543,231,,21,PT1M19S,hd,true,Tuesday,0 days 00:01:19,0,17.056782101454626,1.550616554677693,23
44,XEcgieSBvjw,ClimateScience - Solve Climate Change,Carbon Tax: Would paying for CO2 emissions hurt your wallet? | ClimateScience #4,"Can we make companies pay for climate change? Let’s find out how governments can use economic policy to reduce their carbon emission. Some say this is detrimental to the economy but we have some data that may prove this wrong! Let us know your thoughts in the comments below.

Check out our chapter on carbon pricing to learn more: https://climatescience.org/advanced-carbon-pricing/

ClimateScience is a registered charity in the UK led by over 150 young enthusiastic volunteers. Our mission is to empower people to contribute to climate solutions.

DISCUSSIONS & SOCIAL MEDIA
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Website:           https://climatescience.org/   
Instagram:       https://www.instagram.com/climate_science/ 
Twitter:             https://twitter.com/Climate_Sci  
Facebook:        https://www.facebook.com/ClimateScienceEducation/  
Olympiad:         https://climatescience.org/olympiad/   

OUR ANIMATION
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Original Animation produced by Bruna Hernandes using After Effects

OUR SCRIPT
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Our scripts are created by ClimateScience’s science writing team (https://climate-science.com/about/)

OUR VOICE
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
The ClimateScience voice is JP Arellano using a Yeti BLUE microphone

OUR MUSIC ♬♪
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Original soundtrack composed by Mackenzie Boys-Eddy using Logic ProX

SOURCES: 
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
https://bit.ly/3xYG718",,2021-02-02 19:02:41+00:00,6190,218,,45,PT2M31S,hd,true,Tuesday,0 days 00:02:31,0,35.21809369951535,7.269789983844912,80
45,Bxd8y03zETI,ClimateScience - Solve Climate Change,How Scientists KNOW Climate Change is Real | ClimateScience #2,"How do we know climate change is real? You’ll have to look at ancient ice cores and supercomputer modelling to find out if humans really are the culprits of climate change. 

ClimateScience is a registered charity in the UK led by over 150 young enthusiastic volunteers. Our mission is to empower people to contribute to climate solutions.
 

DISCUSSIONS & SOCIAL MEDIA
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Website:           https://climatescience.org/   
Instagram:       https://www.instagram.com/climate_science/ 
Twitter:             https://twitter.com/Climate_Sci  
Facebook:        https://www.facebook.com/ClimateScienceEducation/  
Olympiad:         https://climatescience.org/olympiad/

OUR ANIMATION
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Original Animation produced by Bruna Hernandes using After Effects

OUR SCRIPT
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Our scripts are created by ClimateScience’s science writing team (https://climate-science.com/about/)

OUR VOICE
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
The ClimateScience voice is JP Arellano using a Yeti BLUE microphone

OUR MUSIC ♬♪
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Original soundtrack composed by Mackenzie Boys-Eddy using Logic ProX


SOURCES: 
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
“We’ve known since the early 1900s that when we burn carbon-based materials, such as coal or oil, CO2 is released.”:
https://www.americanscientist.org/article/carbon-dioxide-and-the-climate 

“We’ve also known since the 1850s that CO2 is able to trap heat.”:
https://www.americanscientist.org/article/carbon-dioxide-and-the-climate

“We’ve been collecting data about what we burn since the 70s”:
https://www.eia.gov/about/legislative_timeline.php

“we have actually been able to measure the parts per million of co2 for the last 800,000 years!”:
https://climate.nasa.gov/evidence/

“We know this from studying ancient ice cores”:
https://icecores.org/about-ice-cores

“By analyzing these tiny trapped bubbles of air and knowing how deep they were we can learn about the concentration of CO2 in the air at a given time in the past!“:
https://icecores.org/about-ice-cores 

“Because of these ice cores we can be pretty sure that the concentration of CO2 in our atmosphere today is higher than it has been in the past 800,000 years.”:
https://climate.nasa.gov/evidence/

“ We also know that the rate at which the ppm of co2 is increasing is higher than past rates.”
https://climate.nasa.gov/evidence/

“Today, scientists across the globe have set up measuring towers and ocean buoys to record global temperatures 24/7. And guess what? These temperatures have been steadily rising.”:
https://www.ucsusa.org/resources/ten-signs-global-warming 

“We’ve seen glaciers retreating, reduced snow cover, a decline in arctic sea ice, and a resulting rise in sea levels.”:
https://climate.nasa.gov/evidence/ 

“From these models, it's clear that the global changes we are seeing right now cannot be explained by natural phenomena.”:
https://www.gfdl.noaa.gov/brief-history-of-global-atmospheric-modeling-at-gfdl/",,2021-01-18 09:30:12+00:00,16377,295,,42,PT3M35S,hd,true,Monday,0 days 00:03:35,0,18.013067106307627,2.5645722659827808,62
46,myZAvqqp9Jc,ClimateScience - Solve Climate Change,Climate Change: How does it really work? | ClimateScience #1,"You’ve seen it in the news, heard it on the radio, maybe you even heard about it on TikTok but are you sure you truly know what climate change is? Today’s episode will explain how a sudden increase in greenhouse gases has resulted in a warming planet that could prove deadly to millions. 

ClimateScience is a registered charity in the UK led by over 150 young enthusiastic volunteers. Our mission is to make real, long-term climate solutions actionable.
 

DISCUSSIONS & SOCIAL MEDIA
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Website:           https://climatescience.org/   
Instagram:       https://www.instagram.com/climate_science/ 
Twitter:             https://twitter.com/Climate_Sci  
Facebook:        https://www.facebook.com/ClimateScienceEducation/  
Olympiad:         https://climatescience.org/olympiad/

OUR ANIMATION
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Original Animation produced by Bruna Hernandes using After Effects

OUR SCRIPT
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Our scripts are created by ClimateScience’s science writing team (https://climate-science.com/about/)

OUR VOICE
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
The ClimateScience voice is JP Arellano using a Yeti BLUE microphone

OUR MUSIC ♬♪
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Original soundtrack composed by Mackenzie Boys-Eddy using Logic ProX



SOURCES: 
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
“This atmosphere acts like a barrier that protects us from harmful radiation from the sun.”: http://gsp.humboldt.edu/OLM/Courses/GSP_216_Online/lesson2-1/atmosphere.html 

“The atmosphere also helps keep the earth warm enough to support life. This happens because some of the gases in our atmosphere like carbon dioxide and methane are able to trap heat from the sun.”: https://climate.nasa.gov/faq/19/what-is-the-greenhouse-effect/ 

“Without any greenhouse gases our earth would be cold and deserted like mars but too much of it would make our planet hot and lifeless like venus. We need just the right amount to have a climate like that on Earth.” https://www.nrdc.org/stories/greenhouse-effect-101 & https://climate.nasa.gov/faq/19/what-is-the-greenhouse-effect/ 
 
“As a matter of fact, CO2 , the greenhouse gas responsible for about 80% of global temperature rise”: https://public.wmo.int/en/media/press-release/greenhouse-gas-concentrations-atmosphere-reach-yet-another-high 
 
“only makes up around 0.03% of our atmosphere!”: https://nssdc.gsfc.nasa.gov/planetary/factsheet/earthfact.html 
 
“Unfortunately many of our factories, cars, power plants and the way we make our food emit plenty of greenhouse gases when they burn fossil fuels like coal and oil. This adds more co2 to the atmosphere, thereby making our planet hotter!”: https://www.climate.gov/news-features/understanding-climate/climate-change-atmospheric-carbon-dioxide 
 
“We used to be in an ice age not long ago.”: https://science.sciencemag.org/content/325/5941/710.abstract?casa_token=NlnteMXszYAAAAAA:ZUsj4qbat_jHaDB24XoYz3PwwozeseAliUMJ5fFTU86UyVzra_pilZGztz2AKS0Ju6_OQfIMwwA3XbQ 
 
“The difference this time is the rate at which the earth is warming. The planet is warming much faster than it is used to! Global air temperatures have gone up by about 1 degree since the industrial revolution.”: https://climate.nasa.gov/evidence/#:~:text=Global%20Temperature%20Rise,made%20emissions%20into%20the%20atmosphere. 
 
“Two thirds of this rise in temperature has happened since 1975.”: https://earthobservatory.nasa.gov/world-of-change/global-temperatures 
 
“In the past it’s taken the planet about 5,000 years to warm 5 degrees. We’re expected to go 20 times faster than that this century!”: https://earthobservatory.nasa.gov/features/GlobalWarming/page3.php#:~:text=Models%20predict%20that%20Earth%20will,at%20least%2020%20times%20faster. 
 
“rising temperatures result in higher sea levels as hotter water expands and melting ice flows into the seas. A warmer climate will also lead to more extreme weather events such as intense hurricanes and longer droughts.“: https://climate.nasa.gov/effects/",,2020-12-29 16:14:25+00:00,87578,759,,70,PT3M7S,hd,true,Tuesday,0 days 00:03:07,0,8.666560095001028,0.7992874922925849,60
47,9oxA9ubuCII,ClimateScience - Solve Climate Change,Hydrogen: Is Sustainable Air Travel Possible? | ClimateScience #3,"Batteries have started to revolutionize the way we travel on the road. But will they ever do the same thing in the skies? Today’s episode will look at how using batteries to power aeroplanes may be a bad idea and how using hydrogen fuel instead may be our best bet.

Check out our chapter on hydrogen to learn more: https://climatescience.org/advanced-energy-hydrogen/

ClimateScience is a registered charity in the UK led by over 150 young enthusiastic volunteers. Our mission is to make real, long-term climate solutions actionable.

DISCUSSIONS & SOCIAL MEDIA
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Website:           https://climatescience.org/   
Instagram:       https://www.instagram.com/climate_science/ 
Twitter:             https://twitter.com/Climate_Sci  
Facebook:        https://www.facebook.com/ClimateScienceEducation/  
Olympiad:         https://climatescience.org/olympiad/

OUR ANIMATION
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Original Animation produced by Bruna Hernandes using After Effects

OUR SCRIPT
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Is created by ClimateScience’s science writing team (https://climate-science.com/about/)

OUR VOICE
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
The ClimateScience voice is JP Arellano using a Yeti BLUE microphone

OUR MUSIC ♬♪
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
Original soundtrack composed by Mackenzie Boys-Eddy using Logic ProX

SOURCES: 
▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀
“40 million aeroplanes took off in 2019 alone”: https://www.statista.com/statistics/564769/airline-industry-number-of-flights/

“One roundtrip transatlantic flight emits about 1.6 tons of CO2”: https://iopscience.iop.org/article/10.1088/1748-9326/aa7541/pdf

“Average global emissions per person are 5 tons of CO2”: https://data.worldbank.org/indicator/EN.ATM.CO2E.PC

“If the aviation industry were a nation it would rank 6th in global CO2 output”: https://www.eesi.org/papers/view/fact-sheet-the-growth-in-greenhouse-gas-emissions-from-commercial-aviation 

“one kg of battery only generates 2% the energy of a kg of gasoline”:https://insideevs.com/news/342679/tesla-model-3-2170-energy-density-compared-to-bolt-model-s-p100d/ & https://www.energy.gov/eere/fuelcells/hydrogen-storage 

“It also stores 128 times more energy per kg than batteries.”: https://www.energy.gov/eere/fuelcells/hydrogen-storage 
“We only get back about 35% of the energy we put into this process”: https://www.nrel.gov/docs/fy19osti/73520.pdf 

“when compared to the 95% return in energy you get with batteries”: https://www.nrel.gov/docs/fy19osti/73520.pdf 

“Airbus is currently working on a hydrogen plane prototype that could become commercial by 2035”: https://www.airbus.com/innovation/zero-emission/hydrogen/zeroe.html","['climatechange', 'climate', 'education', 'hydrogen', 'animated', 'learning', 'technology', 'aviation', 'battery', 'tesla']",2020-11-27 20:17:21+00:00,4140,255,,28,PT2M36S,hd,true,Friday,0 days 00:02:36,10,61.594202898550726,6.76328502415459,65
